ID,标签,标题                            ,问题                                                                                                                                                 ,答案                                                                                                                                                                           ,省份 ,年份
6 ,0 ,录取                            ,请问广西文科考生排名9367可以报考贵校的会计专业吗                                                                                                                         ,同学你好，2019年我校在广西没有招生计划，所以这边没有数据可以提供给您作参考。今年我校在广西有4个招生计划，1个工商管理，1个法学，1个旅游管理，一个汉语言文学。具体专业情况您可以进“广东财经大学招生办公室”的官网查询。欢迎报考广东财经大学！                                                   ,广西 ,2020
7 ,0 ,法学招生                          ,贵校法学专业今年是否在安徽省招生，要求分数预计多少                                                                                                                          ,今年我校在安徽省没有法学招生计划。招生计划有2个金融学，1个财务管理。往年我校的各录取数据和专业介绍你可以登录“广东财经大学招生办公室”的官网查询。欢迎报考广财！                                                                                            ,安徽 ,2020
8 ,0 ,想上贵校                          ,老师好！我是今年广东广州理科考生，排位66628，如果报贵校的话，是否有希望被录取？谢谢！                                                                                                      ,同学你好！2019年广东省普通类理科我校录取的最低排位为63842。今年我们学校广东省理科扩招709人，我们建议理科排名70000名以内的考生大胆填报。往年我校的各录取数据你可以登录“广东财经大学招生办公室”的官网查询。欢迎报考广财！                                                        ,广东 ,2020
9 ,0 ,请问湖南文科排位20920可以报考贵校吗          ,我今年考了547分文科，排在了20920位                                                                                                                              ,同学你好！我校2019年在湖南文科招生2人，最低分568，您可以参照这个分数看看最低排位。今年我校在湖南文科招生计划为8人。具体情况您可以进“广东财经大学招生办公室”的官网查询。欢迎报考广东财经大学！                                                                         ,湖南 ,2020
10,0 ,您好，请问文科排位20428有机会考上贵校吗？       ,您好，请问文科排位20428有机会考上贵校吗？                                                                                                                            ,同学你好，我校近年来文理科出档分数线和排位较高，尤其是经、管、法类专业备受考生青睐。建议文科排名23000以内的考生大胆填报我校。                                                                                                            ,广东 ,2020
11,0 ,云南文科考生                        ,请问贵校计划在云南招生吗？计划招考几人？文科生可以报考吗？贵校是否今年扩招？                                                                                                             ,同学你好，我校今年在云南的文科招生计划为2人，2019年在云南的普通文理科是没有招生计划的，所以今年算是扩招。                                                                                                                      ,云南 ,2020
12,0 ,关于中外合作专业                      ,请问如果外国学校考核不过那么是否影响取得本学校的毕业证                                                                                                                        ,在学习期限内同时达到两校毕业与学位授予条件的学生，才可以分别获得我校的毕业证书、学位证书及国外合作高校的学位证书。                                                                                                                    ,广东 ,2020
13,0 ,安徽招生                          ,请问贵校2020年会在安徽省第二批次招生吗？                                                                                                                             ,同学你好！今年我校在安徽省理科总共有3个招生计划，2个金融学，1个财务管理。具体专业详情您可以进“广东财经大学招生办公室”官网查询。欢迎报考广财！                                                                                                    ,安徽 ,2020
14,0 ,河北考生                          ,河北考生文科531，省内排名24092名来贵校有希望嘛                                                                                                                        ,同学你好，我校今年在河北文科招生计划是9人，2019年在河北文科录取了3人，最低分数575分。数据可供参考。关于往年更多信息可前往广东财经大学招生办公室官网进行查看，然后与自己的实际情况进行对比，权衡之后理性报考。                                                                  ,河北 ,2020
15,0 ,广财录取排位                        ,广东财经大学历年来录取的考生排位是多少?                                                                                                                               ,同学你好！2019年广东省普通类理科我校录取的最低排位为63842，往年我校的各录取数据你可以登录“广东财经大学招生办公室”的官网查询。欢迎报考广财！                                                                                                  ,广东 ,2020
16,0 ,Dx                            ,2020云南文科516有机会录取吗？                                                                                                                                 ,云南普通文科类在2019年没有招生。今年有2名计划。希望是有的，但是具体的分数线还是要等到，录取工作结束后才知道，欢迎广大考生报考广东财经大学！                                                                                                     ,云南 ,2020
17,0 ,招生代码                          ,您好，请问贵校的招生代码是多少？                                                                                                                                   ,国标代码：10592，地方专项（招生代码：30592），中外联合培养项目（招生代码：70592）                                                                                                                             ,新疆 ,2020
18,0 ,录取分数线                         ,老师您好，请问贵校在广西文科里面录取分数线是多少？                                                                                                                          ,同学您好，我们的录取分数线是在录取完成后才会出的，所以今年的录取分数线还不知道。                                                                                                                                     ,广西 ,2020
19,0 ,关于服从调剂问题                      ,我是文科生，如果服从专业调剂，请问是否会调整到理科类招生的专业？                                                                                                                   ,同学您好，这种情况是有可能会被调剂到文理兼收的专业，但不会被调剂到明确说明只收理科生的专业。                                                                                                                               ,广东 ,2020
5 ,0 ,西藏汉族考生480分可以录取吗               ,西藏汉族考生480分可以录取吗                                                                                                                                    ,您好，2019年西藏汉族考生（理科）录取最高分/平均分/最低分：434/434/434。（文科）录取最高分/平均分/最低分：521/501.67/489                                                                                                 ,西藏 ,2020
6 ,0 ,四川播音主持                        ,老师好，请问贵校2020年有播音主持专业招生吗？招收四川考生吗？有网考或者校考吗？文化专业录取方式是怎样的？谢谢~~~~                                                                                       ,同学你好！我校2020年在四川无播音与主持艺术专业招生计划，感谢你对我校的关注！                                                                                                                                     ,四川 ,2020
7 ,0 ,播音主持专业                        ,提问广财录制视频2个科目之间可以停顿断开吗？                                                                                                                             ,同学你好！按目前的系统功能来看是可以断开的，具体考试说明和要求会提前公布，请及时关注学校官网官微通知。                                                                                                                          ,广东 ,2020
8 ,0 ,山东播音                          ,老师您好，贵校在山东的校考改为联考，报名费会什么时候退？                                                                                                                       ,报名费由山东省教育招生考试院收费，请向该院咨询退费事宜。                                                                                                                                                 ,山东 ,2020
9 ,0 ,编导                            ,请问贵校编导认可河北编导联考后的录取原则是什么                                                                                                                            ,"同学你好！认可河北省联考成绩后，编导专业的录取原则不变，按文化成绩排队录取，具体为：考生高考文化和相应专业联考成绩均达到河北省我校艺术类专业录取批次最低录取控制分数线，投档至我校的考生按文化成绩（排位分）排名从高到低，择优录取,文化成绩相同时，专业成绩高者优先录取；"                                      ,河北 ,2020
10,0 ,广东播音                          ,广东播音专业什么时候开始报名和考试呢                                                                                                                                 ,同学你好！广东播音将于近日开始报名，考试时间暂定4月下旬。请关注学校招办官网和官微。官网：zsb.gdufe.edu.cn官微：广东财经大学招生考试处                                                                                                  ,广东 ,2020
11,0 ,上海音乐学考生                       ,我是上海音乐学考生，贵校有在上海招生吗？有校考吗？不知是否错过报名时间！谢谢！贵校简章已出吗？                                                                                                    ,同学你好！我校在上海没有音乐类招生计划。                                                                                                                                                         ,上海 ,2020
12,0 ,广编计划                          ,老师您好，广播电视编导专业的招生计划的范围是招生简章里面的6省吗？                                                                                                                  ,同学你好！我校广播电视编导专业招生计划范围为广东、河北、云南、黑龙江、山西。                                                                                                                                       ,河北 ,2020
13,0 ,河北                            ,河北的校考方案什么时间发布                                                                                                                                      ,同学你好！我校在河北取消校考，改为认可河北省联考成绩。                                                                                                                                                  ,河北 ,2020
14,0 ,广东播音艺考生                       ,请问广东考生什么时候可以报名？考试方式是什么？                                                                                                                            ,同学你好！广东播音专业校考将于近日开启报名，拟采用网上提交视频作品的方式进行考试。具体请关注我校官网和官微发布的公告。                                                                                                                  ,广东 ,2020
15,0 ,编导                            ,老师您好！请问在山西有名额吗？几个？录取方式，去年最低文化课成绩是？                                                                                                                 ,同学你好！编导专业在山西拟投放3名计划，认可山西省统考（联考）成绩。去年录取情况请查看以下网址：http://zsb.gdufe.edu.cn/2019/0930/c3899a113810/page.htm                                                                      ,山西 ,2020
16,0 ,广东播音艺考                        ,老师好，请问广财在广东的线上校考时间大概是什么时候呢？能否尽快公布考试方案？因考生需要时间适应线上考试流程，准备考试项目，希望贵校能尽快公布方案，定下考试时间，让广东考生能有方向有计划的备考。谢谢老师                                               ,同学你好！我校在广东的播音校考将于近日启动报名，拟采用网上提交视频作品的方式进行考试，考试时间暂定4月下旬。请关注我校招办官网或官微。官网：zsb.gdufe.edu.cn官微：广东财经大学招生考试处                                                                         ,广东 ,2020
17,0 ,湖南编导招生                        ,请问湖南有编导生招生计划吗？取消校考后改认校际联考，湖南是不是会组织联考？如果组织，会是在什么时间/谢谢！                                                                                              ,同学你好！我校2020年在湖南没有编导专业招生计划。湖南省是否组织联考，请向湖南省招生办咨询。感谢你对我校的关注。                                                                                                                    ,湖南 ,2020
18,0 ,山东播音                          ,请问山东今年招收多少人呢？                                                                                                                                      ,同学你好！2020年我校拟在山东投放6名播音专业招生计划。最终以教育部下达及山东省招办公布的为准。                                                                                                                            ,山东 ,2020
19,0 ,河北播音                          ,河北改为认可校际联考后的录取原则是什么？                                                                                                                               ,播音与主持艺术专业按综合分从高到低择优录取，综合分=高考文化课成绩（含政策加分）×40%+术科联考成绩×60%，综合分相同时，按照术科联考、语文、数学、外语成绩顺序，从高分到低分排序，排序靠前的考生优先录取。                                                                     ,河北 ,2020
5 ,0 ,校考咨询                          ,老师你好！我是江西理科学生（编导生），我对于贵校校考有以下几点疑问：①请问现在还能报名贵校的校考吗？（亦或是说之后报名通道还会开吗？）②请问在哪里进行贵校的校考报名？③请问贵校对于考生高考文化分有什么要求？④请问贵校的校考地点在哪？何时开始校考？⑤请问贵校的录取方式是何...[详细]     ,同学你好！我校2020年在江西省没有编导专业招生计划，感谢你对我校的关注！                                                                                                                                        ,江西 ,2020
6 ,0 ,航空服务艺术与管理                     ,该专业招收甘肃考生吗？如果招收可以告知2019分数线吗？百度查阅我i找不到                                                                                                              ,请与我校继续教育学院招生办联系，咨询电话：020-84096684                                                                                                                                            ,甘肃 ,2020
7 ,0 ,航空服务艺术与管理                     ,请问招收甘肃考生吗？如果招收2019以及往届的分数线多少                                                                                                                       ,请与我校继续教育学院招生办联系，咨询电话：020-84096684                                                                                                                                            ,甘肃 ,2020
8 ,0 ,河北                            ,河北校考更改的通知贵校什么时候发布通告                                                                                                                                ,艺术校考调整方案正待上级部门最后审核批准，请关注我校招生办官网或官微。                                                                                                                                          ,河北 ,2020
9 ,0 ,河北播音主持专业                      ,河北播音主持专业，招几人？                                                                                                                                      ,我校2020年在河北播音与主持艺术专业招生计划暂定7人，具体以教育部最终下达及河北省招办公布的为准。                                                                                                                           ,河北 ,2020
10,0 ,招生范围                          ,老师您好，我想问一下贵校招内蒙古播音生或者音乐生吗？谢谢老师                                                                                                                     ,同学你好！我校在内蒙古没有播音或音乐类专业招生计划。                                                                                                                                                   ,内蒙古,2020
11,0 ,招生范围                          ,老师您好，我想问一下贵校招内蒙古播音生或者音乐生吗？谢谢老师                                                                                                                     ,同学你好！我校在内蒙古没有播音或音乐类专业招生计划。                                                                                                                                                   ,内蒙古,2020
12,0 ,河北播音                          ,老师您好，请问河北播音校考什么时候进行呢                                                                                                                               ,同学你好！我校在河北不再组织播音专业校考，改为认可河北省联考成绩。                                                                                                                                            ,河北 ,2020
13,0 ,请问贵校今年在河北有编导类招生计划吗？           ,请问贵校今年在河北有编导类招生计划吗？是否承认河北省校际联考成绩？                                                                                                                  ,同学你好！我校在河北有编导专业招生计划，认可河北省联考成绩。                                                                                                                                               ,河北 ,2020
14,0 ,山东播音                          ,老师你好，请问贵校今年采取何种形式考试。                                                                                                                               ,同学你好！我校今年在山东拟取消校考，改为认可联考成绩。                                                                                                                                                  ,山东 ,2020
15,0 ,山东播音                          ,你好，若承认山东青年政治学院的联考成绩，还退贵校的报名费吗                                                                                                                      ,同学你好！校考报名费会退还给考生，具体由山东省招办负责相关退费工作。                                                                                                                                           ,山东 ,2020
16,0 ,山东播音                          ,老师，你好，请问今年贵校在山东将采取何种方式校考？                                                                                                                          ,同学你好！我校今年在山东拟取消校考，改为认可联考成绩。                                                                                                                                                  ,山东 ,2020
17,0 ,广东考生                          ,请问贵校对美术生文科的单科成绩有没有要求，比如语数英，谢谢                                                                                                                      ,同学你好！我校对美术生文化的单科成绩不做特别要求。                                                                                                                                                    ,广东 ,2020
18,0 ,请问广东播音艺考生                     ,请问广东播音生什么时候可以报名？是线上还是线下考？                                                                                                                          ,同学你好！我校拟于近日开展播音校考报名工作，拟采用线上考试形式，具体通知请关注我校官网或官微通知。官网：http://zsb.gdufe.edu.cn官微：广东财经大学招生考试处                                                                                    ,广东 ,2020
19,0 ,山东联考没有报名怎么办                   ,老师您好，我是山东省的一名播音考生，联考并没有报名，而且我们没有复读的机会了，该怎么办                                                                                                        ,同学你好！山东省招办会组织考生进行联考补报名，请留意相关通知。                                                                                                                                              ,山东 ,2020
5 ,0 ,广东                            ,老师您好，我想咨询下广东省广播电视编导专业的文化分数线和术科分数线是多少                                                                                                               ,同学你好！2019年分数线情况，请查看广东省教育考试院《关于公布广东省2019年普通高校招生录取最低分数线的通知》，网址http://eea.gd.gov.cn/tzgg/content/post_2519891.html2020年分数线待2020年高考后由广东省教育考试院官方公布。                               ,广东 ,2020
6 ,0 ,云南播音                          ,老师您好，请问2019年贵校在云南省录取到播音专业考生吗？综合分是多少？谢谢！                                                                                                            ,同学你好！我校2019年在云南省无播音专业招生计划。2020年也无播音专业招生计划。感谢你对我校招生工作的关注。                                                                                                                     ,云南 ,2020
7 ,0 ,山东播音取消校考                      ,老师您好，我是山东省的一名播音考生，疫情当下，贵校仍然坚持招收山东考生，我们真的很高兴，也尊重承认联考成绩的决定，其次我想表达一个问题，如果承认联考成绩是单纯只是看该考试的专业分还是看最后按照文化课7专业课3的综合成绩？希望您能给我个答复感谢                          ,考生高考文化和相应专业统考（联考）成绩均达到生源所在省我校艺术类专业录取批次最低录取控制分数线，投档至我校的考生按文化成绩占40%，专业统考（联考）成绩占60%的比例合成综合分，按综合分排名从高到低，择优录取，综合分相同时，专业成绩高者优先录取。                                                  ,山东 ,2020
8 ,0 ,海南招生计划                        ,您好，请问贵校今年在海南有招生计划吗？美术生有没招生计划？按什么方式招                                                                                                                ,同学你好！我校2020年在海南仅有普通文理招生计划，没有美术类招生计划。具体以教育部最终下达计划为准。感谢你对我校的关注！                                                                                                                ,海南 ,2020
9 ,0 ,咨询录取分数线                       ,您好，请问贵校 广东财经大学华商学院2019年美术类专业在河南录取分数线为多少分？                                                                                                          ,同学你好！广东财经大学华商学院与广东财经大学属于两所学校，分别独立招生，请向广东财经大学华商学院招生办老师咨询。                                                                                                                     ,河南 ,2020
10,0 ,河北                            ,河北的播音和编导的校考方案定了没                                                                                                                                   ,同学你好！我校2020年拟使用河北省编导和播音联考成绩进行录取。                                                                                                                                             ,河北 ,2020
11,0 ,安徽编导                          ,请问贵校对安徽编导是否招生采用校考还是统考呢？录取多少人？                                                                                                                      ,同学你好！我校2020年在安徽省无编导专业招生计划。                                                                                                                                                   ,安徽 ,2020
12,0 ,坚持校考，还我权利                     ,尊敬的校领导，我是山东的考生家长。看到学校答复的拟取消山东播音校考，百感交集。山东无统考，我的孩子也没有报任何省内小联考，贵校为了推卸责任直接就把校考取消了，您还已经收了我们的报名费，从法律层面讲岂能说退就退。虽然面临天灾，但在党及政府的英明带领下，我们基本已克服疫情，...[详细]     ,考生家长您好！鉴于当前疫情防控工作需要，为保障广大考生和考务工作人员生命安全和身体健康，根据教育部及山东省相关要求，原定的以现场面试形式开展的播音专业校考不再适合举行，向考生收取的校考报名费应当退还。据了解，山东省招办将会启动联考补报名工作，我校2020年也拟认可和使用山东...[详细]                             ,山东 ,2020
13,0 ,坚持校考，还我权利                     ,尊敬的校领导，我是山东的考生家长。看到学校答复的拟取消山东播音校考，百感交集。山东无统考，我的孩子也没有报任何省内小联考，贵校为了推卸责任直接就把校考取消了，您还已经收了我们的报名费，从法律层面讲岂能说退就退。虽然面临天灾，但在党及政府的英明带领下，我们基本已克服疫情，...[详细]     ,考生家长您好！鉴于当前疫情防控工作需要，为保障广大考生和考务工作人员生命安全和身体健康，根据教育部及山东省相关要求，原定的以现场面试形式开展的播音专业校考不再适合举行，向考生收取的校考报名费应当退还。据了解，山东省招办将会启动联考补报名工作，我校2020年也拟认可和使用山东...[详细]                             ,山东 ,2020
14,0 ,山东播音                          ,您好，请问山东播音确定是用联考成绩吗，单凭一个联考成绩会局限住一个人很多的情况，不能采用线上考试吗，或者高考后，谢谢                                                                                         ,同学你好！根据教育部及山东省关于艺术校考工作的相关要求，我校暂定使用山东省联考成绩进行录取。具体以山东省及我校官方公布的正式通知为准。感谢你对我校的关注！                                                                                                ,山东 ,2020
15,0 ,今年播音联考                        ,表示喜欢广财已经很久很久很久了，去年山东考生才录了一个人，今年又要合并到联考成绩了。之前准备很久的内容可能都用不到了。联考考试的内容有什么调整吗？                                                                          ,同学你好！联考方案及考试大纲等相关要求由山东省招办或组考院校负责制定发布，详情请向其咨询。感谢你对我校的关注。                                                                                                                      ,山东 ,2020
16,0 ,山东播音                          ,既然选择加入联考，但希望在报考的时候优先选择报名该学校的学生，或者只考虑报名该学校的成绩排名，这样才更加公平。                                                                                            ,同学你好！我校按公布的招生简章中规定的录取原则开展录取工作。感谢你对我校的关注。                                                                                                                                     ,山东 ,2020
17,0 ,分数                            ,2019贵校录取的播音主持专业最低文化分是多少                                                                                                                            ,同学你好！我校2019年录取情况可登录以下网页查看：http://zsb.gdufe.edu.cn/2019/0930/c3899a113810/page.htm                                                                                            ,广东 ,2020
18,0 ,广东播音艺考生                       ,请问广东考生是线上考还是线下考？如果是线上，请问是录制视频还是怎么考？                                                                                                                ,同学你好！广东播音专业拟采用线上录制视频的考试方式进行，具体办法正积极研究制定中，请关注我校官网及官微。网址：http://zsb.gdufe.edu.cn官微：广东财经大学招生考试处                                                                                 ,广东 ,2020
19,0 ,请问今年在河南招生吗综合分如何计茸             ,我统考244文化课多吗分可以录取                                                                                                                                   ,同学你好！请问你是咨询美术类专业的录取吗？录取方式为：投档至我校的考生，以“专业志愿优先”为原则，按综合分从高到低择优录取，综合分=高考文化课成绩（含政策加分）×40%+美术术科统考成绩×60%，综合分相同时，按照美术术科统考、语文、数学、外语成绩顺序，从高分到低分排序，排序靠前的...[详细]                         ,河南 ,2020
5 ,0 ,网上考试                          ,播音专业网上有在线提问考试，考试的内容还是跟简章一样吗？                                                                                                                       ,我校在山东省拟直接使用联考成绩录取，不再组织任何线上或线下的校考。具体以山东省教育考试院及我校官网公布的为准。                                                                                                                      ,山东 ,2020
6 ,0 ,广东播音                          ,您好！请问贵校在广东省的播音校考开始报名了吗？                                                                                                                            ,同学你好！暂时未开始，近期将会启动，请关注我校官网或官微通知。网址：zsb.gdufe.edu.cn官微：广东财经大学招生考试处                                                                                                             ,广东 ,2020
7 ,0 ,河北器乐                          ,您好，贵校今年河北省有招生计划吗，音乐学丶音乐教育、音乐表演长笛河北招几人，建议多少分填志愿                                                                                                     ,同学你好！我校2020年在河北仅有广播电视编导和播音与主持艺术专业招生计划，无其他艺术类专业招生计划，感谢你对我校的关注。                                                                                                                ,河北 ,2020
8 ,0 ,广东播音主持录取综合分比例是否变动？            ,请问贵校是否更改了综合分录取规则，还是依旧不变是4:6进行综合分录取呢？                                                                                                               ,同学你好！播音与主持艺术专业的录取规则没有发生改变。                                                                                                                                                   ,广东 ,2020
9 ,0 ,咨询录取分数线                       ,您好，请问贵校2019年美术类专业在河南录取分数线为多少分？                                                                                                                     ,同学你好！请参考我校2019年在河南的录取情况，具体可登录以下网页查看：http://zsb.gdufe.edu.cn/2019/0930/c3899a113810/page.htm2020年的录取分数取决于所有报考我校的考生的分数情况，只有等录取结束后方可知晓。                                         ,河南 ,2020
10,0 ,录取分数                          ,录取分数是结合本省的本科线结合艺术分吗?                                                                                                                               ,广东省播音与主持艺术专业录取规则为：考生文化成绩达到广东省该专业相应录取批次最低录取控制分数线，并取得我校专业校考合格证前提下，投档至我校的考生按文化成绩占40%，专业校考成绩占60%的比例合成综合分，按综合分排名从高到低，择优录取，综合分相同时，专业成绩高者优先录取。                                      ,广东 ,2020
11,0 ,广东什么时候可以报名                    ,广东什么时候可以报名                                                                                                                                         ,同学你好！鉴于目前疫情防控工作的需要以及教育部的最新安排布署，为保障广大考生及考务工作人员的生命安全和身体健康，我校在广东省的播音与主持艺术专业校考可能会采用网络在线考试的形式进行，具体报名时间及考试办法正在积极研究制定中，请以我校招生办官网（zsb.gdufe.edu.cn）或微信公...[详细]                       ,广东 ,2020
12,0 ,河北                            ,老师您好，请问什么时候开始校考报名呢，校考会进行网上面试吗                                                                                                                      ,同学你好！鉴于目前疫情防控工作的需要以及教育部的最新安排布署，为保障广大考生及考务工作人员的生命安全和身体健康，我校在河北省的播音与主持艺术专业校考可能会采用网络在线考试的形式进行，具体考试办法及详细要求正在积极研究制定中，请以我校招生办官网（zsb.gdufe.edu.cn）或微信公...[详细]                       ,河北 ,2020
13,0 ,关于播音主持招生                      ,如题。山东考生，在面试中贵校比较注重哪项能力比较突出的考生？                                                                                                                     ,同学你好！我校播音与主持艺术专业对学生能力的考察要求已体现在该专业考试大纲中，请登录以下网址查阅我校招生简章，文末附件中发布了播音专业的考试大纲。http://zsb.gdufe.edu.cn/2019/1230/c3904a116412/page.htm                                             ,山东 ,2020
14,0 ,线上考试实现形式                      ,请问模拟主持怎么实现啊？抽题还是考官出题？                                                                                                                              ,同学你好！初步方案是采用随机抽题的形式。具体考试办法及详细要求正在积极研究制定中，请以我校招生办官网（zsb.gdufe.edu.cn）或微信公众号（广东财经大学招生考试处）公布的信息为准。                                                                              ,山东 ,2020
15,0 ,老师你好                          ,请问贵校在云南设考的广编，什么时候可以查询成绩，去年录取人数及录取分数线                                                                                                               ,同学你好！受目前疫情的影响，我校暂未开学，云南编导校考暂时还没有开展阅卷工作，成绩公布时间待定，请以我校招生办官网（zsb.gdufe.edu.cn）或微信公众号（广东财经大学招生考试处）公布的信息为准。云南省编导专业2020年招生计划预计为7名。我校2019年录取情况可登录以下网页查看：http:...[详细]                ,云南 ,2020
16,0 ,云南编导                          ,老师你好，请问贵校在云南设考的广编，什么时候可以查看成绩，去年录取人数及录取分数线                                                                                                          ,同学你好！受目前疫情的影响，我校暂未开学，云南编导校考暂时还没有开展阅卷工作，成绩公布时间待定，请以我校招生办官网（zsb.gdufe.edu.cn）或微信公众号（广东财经大学招生考试处）公布的信息为准。云南省编导专业2020年招生计划预计为7名。我校2019年录取情况可登录以下网页查看：http:...[详细]                ,云南 ,2020
17,0 ,请问贵校有专科招生么                    ,请问贵校有美术类专科招生吗                                                                                                                                      ,同学你好！我校没有美术类专科招生。感谢你对我校的关注！                                                                                                                                                  ,广东 ,2020
18,0 ,河北播音主持录取                      ,请问去年河北播音录取了几个？艺术分最高分多少，文化课多少，综合分数最低多少？                                                                                                             ,同学你好！请参考我校2019年在河北的录取情况，具体可登录以下网页查看：http://zsb.gdufe.edu.cn/2019/0930/c3899a113810/page.htm                                                                                  ,河北 ,2020
19,0 ,在安徽有招生计划吗                     ,播音专业是否招收安徽考生？                                                                                                                                      ,同学你好！我校在安徽没有播音专业的招生计划。感谢你对我校的关注！                                                                                                                                             ,安徽 ,2020
5 ,0 ,校考                            ,我是河北播音考生想问一下贵校还在河北招生吗招多少人要招的话考试形式是什么模式                                                                                                             ,同学你好！鉴于目前疫情防控工作的需要以及教育部的最新安排布署，为保障广大考生及考务工作人员的生命安全和身体健康，我校在河北省的播音与主持艺术专业校考可能会直接采用网络在线考试的形式进行，具体考试办法及详细要求正在积极研究制定中，请以我校招生办官网（zsb.gdufe.edu.cn）或微...[详细]                       ,河北 ,2020
6 ,0 ,编导专业在河北招生人数                   ,我们是河北的编导考生想咨询下贵校2020年编导专业在河北的录取人数是多少，谢谢！                                                                                                           ,同学你好！我校2020年在河北省的编导专业招生计划预计为7名，具体以教育部最终下达计划及河北省招办公布的为准。                                                                                                                      ,河北 ,2020
7 ,0 ,云南编导                          ,校考成绩大概啥时候出，云南招收多少人往年的文化参考有吗                                                                                                                        ,同学你好！受目前疫情的影响，我校暂未开学，云南编导校考暂时还没有开展阅卷工作，成绩公布时间待定，请以我校招生办官网（zsb.gdufe.edu.cn）或微信公众号（广东财经大学招生考试处）公布的信息为准。云南省编导专业2020年招生计划预计为7名。我校2019年录取情况可登录以下网页查看：http:...[详细]                ,云南 ,2020
8 ,0 ,线上考了线下还考吗                     ,如果线上进行筛选后高考后线下面对面还考吗还有就是线上考的话要耳机收音吗                                                                                                                ,同学你好！鉴于目前疫情防控工作的需要以及教育部的最新安排布署，为保障广大考生及考务工作人员的生命安全和身体健康，我校在广东省的播音与主持艺术专业校考可能会采用网络在线考试的形式进行，线上考完后不再组织线下的面对面考试，具体考试办法及详细要求正在积极研究制定中，请以我校招...[详细]                               ,广东 ,2020
